Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A24011	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0
A24012	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1
A24013	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24014	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24016	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
A24017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A24018	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A24019	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24021	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
A24022	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24027	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A24028	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24029	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24030	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24033	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
A24034	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0
A24039	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24040	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A24041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24042	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
A24044	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A24045	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A24046	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
A24047	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24048	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24049	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24050	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
A24052	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A24053	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24054	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A24055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24059	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
A24060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24061	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
A24063	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24064	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
A24065	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A24066	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24068	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24069	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
A24070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24071	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24072	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A24073	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24075	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24079	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24080	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24081	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24083	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24085	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24086	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A24087	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24088	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24091	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
A24092	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24093	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24097	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A24099	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24100	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24101	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24103	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
A24104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24105	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24107	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0
A24108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A24111	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1
A24112	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A24113	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24114	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
A24115	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24116	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24117	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24119	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24121	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24123	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A24125	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
A24126	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
A24127	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24128	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
A24129	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24132	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24133	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24134	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24137	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24138	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A24140	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
A24141	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24142	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A24145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
A24146	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A24148	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24149	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
A24150	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
A24152	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24154	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24155	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A24157	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A24160	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24161	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1
A24162	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24165	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24166	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A24167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24171	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24172	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24173	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A24174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24175	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A24176	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
A24177	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
A24178	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24179	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24180	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A24181	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
A24182	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24183	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24186	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24187	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24188	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A24191	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A24193	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
A24194	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24195	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
A24196	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
A24197	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24199	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
A24200	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A24201	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A24202	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A24203	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24204	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24207	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24208	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24209	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24215	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A24216	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24218	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24219	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24220	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0
A24222	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24223	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A24224	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24227	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24229	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24231	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
A24232	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A24236	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24240	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24241	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24242	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24243	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24244	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24247	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A24253	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
A24254	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24255	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24262	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24263	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
A24265	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24271	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A24272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24273	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24274	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A24276	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24277	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24278	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24280	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A24281	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24282	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1
A24283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A24285	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24286	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24287	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
A24288	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24289	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A24290	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
A24291	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24292	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A24293	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A24296	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
A24297	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24299	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A24300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24301	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24304	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A24306	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
A24307	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1
A24308	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A24309	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24310	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24311	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A24312	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24314	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
A24316	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A24319	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24321	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24322	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24323	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24324	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A24325	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24327	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
A24328	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
A24329	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24330	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24334	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24335	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24336	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24337	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24339	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24341	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24342	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
A24345	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24346	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
A24347	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24348	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24352	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0
A24353	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
A24357	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24358	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A24359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24360	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A24362	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
A24364	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24366	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24368	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1
A24369	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A24370	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A24372	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
A24373	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A24374	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24375	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24376	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24377	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A24378	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
A24379	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24380	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24381	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A24382	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A24384	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A24385	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
A24386	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
A24388	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
A24389	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
A24390	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24391	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A24392	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24396	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24397	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24398	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
A24399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A24401	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
A24402	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24403	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24404	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A24405	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24408	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
A24411	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A24412	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
A24414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
A24415	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A24416	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
A24417	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A24420	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24423	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24425	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
A24427	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24428	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24430	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
A24431	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24433	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
A24434	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A24435	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A24438	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0
A24441	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
A24442	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1
A24443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A24444	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A24445	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24446	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
A24447	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24449	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
A24450	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24451	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
A24454	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
A24455	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24456	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24457	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
A24459	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24461	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
A24462	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24463	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
A24464	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24465	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
A24468	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
A24469	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A24472	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A24475	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24476	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
A24478	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
A24482	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
A24483	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24484	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
A24486	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
A24487	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
